VideoName,extraversion,agreeableness,conscientiousness,neuroticism,interview
1jC4vsQsjwM.004.mp4,0.588785047,0.615384615,0.475728155,0.625,0.644859813
1jC4vsQsjwM.005.mp4,0.53271028,0.527472527,0.485436893,0.479166667,0.560747664
1Kb5d-w3YJ8.002.mp4,0.327102804,0.406593407,0.40776699,0.260416667,0.261682243
1Lv72Si4GnY.001.mp4,0.523364486,0.43956044,0.184466019,0.395833333,0.280373832
1m67onLoRwY.000.mp4,0.420560748,0.417582418,0.446601942,0.46875,0.373831776
1m67onLoRwY.003.mp4,0.224299065,0.406593407,0.349514563,0.270833333,0.327102804
1mdMhaq5p4w.001.mp4,0.485981308,0.538461538,0.417475728,0.552083333,0.429906542
1mdMhaq5p4w.002.mp4,0.560747664,0.472527473,0.533980583,0.6875,0.560747664
1mdMhaq5p4w.004.mp4,0.542056075,0.571428571,0.45631068,0.604166667,0.476635514
1mdMhaq5p4w.005.mp4,0.476635514,0.582417582,0.368932039,0.5625,0.457943925
1mfrM-FT-5E.000.mp4,0.327102804,0.351648352,0.233009709,0.229166667,0.214953271
1mHjMNZZvFo.000.mp4,0.635514019,0.67032967,0.776699029,0.6875,0.710280374
1mHjMNZZvFo.003.mp4,0.644859813,0.582417582,0.834951456,0.645833333,0.635514019
1mHjMNZZvFo.004.mp4,0.588785047,0.604395604,0.844660194,0.8125,0.747663551
1mHjMNZZvFo.005.mp4,0.719626168,0.824175824,0.815533981,0.84375,0.803738318
1mODTfLRGdI.000.mp4,0.514018692,0.505494505,0.300970874,0.40625,0.373831776
1mODTfLRGdI.001.mp4,0.61682243,0.241758242,0.174757282,0.541666667,0.168224299
1mODTfLRGdI.003.mp4,0.626168224,0.692307692,0.427184466,0.645833333,0.514018692
1mReUxIEuw0.000.mp4,0.691588785,0.593406593,0.368932039,0.46875,0.495327103
1mReUxIEuw0.005.mp4,0.345794393,0.428571429,0.349514563,0.375,0.308411215
1OGu_7IljCo.004.mp4,0.495327103,0.406593407,0.233009709,0.3125,0.214953271
1pm5uoU85FI.000.mp4,0.495327103,0.758241758,0.533980583,0.489583333,0.542056075
1pm5uoU85FI.001.mp4,0.289719626,0.494505495,0.572815534,0.40625,0.420560748
1pm5uoU85FI.003.mp4,0.439252336,0.483516484,0.669902913,0.489583333,0.542056075
1q-N_zbsAg0.000.mp4,0.439252336,0.527472527,0.388349515,0.416666667,0.392523364
1q-N_zbsAg0.001.mp4,0.485981308,0.417582418,0.368932039,0.458333333,0.411214953
1q-N_zbsAg0.003.mp4,0.542056075,0.604395604,0.417475728,0.395833333,0.504672897
1q-N_zbsAg0.004.mp4,0.523364486,0.428571429,0.45631068,0.53125,0.542056075
1RMdiCbNNh4.003.mp4,0.186915888,0,0.213592233,0.270833333,0.168224299
1RMdiCbNNh4.005.mp4,0.158878505,0.175824176,0.262135922,0.21875,0.177570093
1S0SxmfbOus.002.mp4,0.598130841,0.615384615,0.349514563,0.427083333,0.439252336
1sjXuXtx9-E.000.mp4,0.542056075,0.648351648,0.504854369,0.645833333,0.598130841
1tPH6PNeOSk.002.mp4,0.757009346,0.604395604,0.611650485,0.635416667,0.588785047
1tPH6PNeOSk.004.mp4,0.710280374,0.78021978,0.601941748,0.666666667,0.757009346
1UaqZEUUk9I.000.mp4,0.551401869,0.791208791,0.689320388,0.645833333,0.626168224
1UaqZEUUk9I.002.mp4,0.607476636,0.78021978,0.796116505,0.822916667,0.710280374
1uCO2d0pFg0.000.mp4,0.448598131,0.703296703,0.718446602,0.635416667,0.663551402
1W7XLdNpEgc.001.mp4,0.457943925,0.549450549,0.495145631,0.375,0.439252336
1W7XLdNpEgc.005.mp4,0.607476636,0.56043956,0.475728155,0.479166667,0.579439252
1Wh2mIFrGvk.001.mp4,0.373831776,0.549450549,0.504854369,0.510416667,0.53271028
1wWMWbl6ILg.004.mp4,0.61682243,0.626373626,0.388349515,0.53125,0.495327103
1XqMZQu_pP4.002.mp4,0.336448598,0.571428571,0.495145631,0.458333333,0.429906542
1yIGI42lzak.001.mp4,0.271028037,0.505494505,0.524271845,0.427083333,0.448598131
1yIGI42lzak.002.mp4,0.411214953,0.43956044,0.485436893,0.34375,0.345794393
1yIGI42lzak.003.mp4,0.485981308,0.461538462,0.427184466,0.46875,0.46728972
1yIGI42lzak.005.mp4,0.355140187,0.494505495,0.378640777,0.260416667,0.364485981
1yjRBwUiYxs.005.mp4,0.439252336,0.615384615,0.776699029,0.677083333,0.682242991
1YsZ4GPpyBA.004.mp4,0.476635514,0.549450549,0.582524272,0.677083333,0.504672897
1YsZ4GPpyBA.005.mp4,0.373831776,0.538461538,0.669902913,0.520833333,0.598130841
1ZqHFoxLz54.000.mp4,0.785046729,0.857142857,0.621359223,0.625,0.775700935
2_OOIcYfLV0.003.mp4,0.495327103,0.32967033,0.330097087,0.333333333,0.308411215
26ZnknvfdNM.001.mp4,0.261682243,0.318681319,0.40776699,0.427083333,0.289719626
26ZnknvfdNM.002.mp4,0.392523364,0.406593407,0.378640777,0.46875,0.327102804
26ZnknvfdNM.003.mp4,0.38317757,0.516483516,0.475728155,0.510416667,0.485981308
26ZnknvfdNM.004.mp4,0.439252336,0.626373626,0.524271845,0.520833333,0.504672897
29UCGJldICw.005.mp4,0.308411215,0.43956044,0.466019417,0.4375,0.46728972
2AV8m02PjdU.000.mp4,0.411214953,0.571428571,0.388349515,0.479166667,0.345794393
2AV8m02PjdU.002.mp4,0.457943925,0.43956044,0.427184466,0.416666667,0.373831776
2AV8m02PjdU.003.mp4,0.345794393,0.461538462,0.388349515,0.239583333,0.289719626
2AYq7CdNXNo.000.mp4,0.588785047,0.483516484,0.631067961,0.666666667,0.61682243
2AYq7CdNXNo.001.mp4,0.644859813,0.758241758,0.747572816,0.75,0.728971963
2AYq7CdNXNo.003.mp4,0.598130841,0.681318681,0.572815534,0.53125,0.598130841
2AYq7CdNXNo.004.mp4,0.635514019,0.626373626,0.825242718,0.708333333,0.738317757
2bAsXLQjlt8.001.mp4,0.831775701,0.758241758,0.660194175,0.697916667,0.663551402
2bAsXLQjlt8.002.mp4,0.719626168,0.637362637,0.582524272,0.677083333,0.53271028
2bAsXLQjlt8.004.mp4,0.485981308,0.549450549,0.572815534,0.5625,0.523364486
2bAsXLQjlt8.005.mp4,0.747663551,0.615384615,0.611650485,0.75,0.663551402
2ceHmUmguzk.000.mp4,0.411214953,0.626373626,0.59223301,0.552083333,0.560747664
2ceHmUmguzk.001.mp4,0.401869159,0.373626374,0.533980583,0.46875,0.401869159
2ceHmUmguzk.002.mp4,0.710280374,0.747252747,0.766990291,0.822916667,0.747663551
2ceHmUmguzk.005.mp4,0.53271028,0.681318681,0.553398058,0.625,0.61682243
2d6btbaNdfo.004.mp4,0.345794393,0.604395604,0.699029126,0.479166667,0.523364486
2DZb5yIc6Fg.001.mp4,0.08411215,0.296703297,0.223300971,0.083333333,0.037383178
2DZb5yIc6Fg.002.mp4,0.177570093,0.307692308,0.281553398,0.1875,0.214953271
2DZb5yIc6Fg.003.mp4,0.046728972,0.197802198,0.13592233,0.114583333,0.112149533
2f7rLXwzP3s.000.mp4,0.663551402,0.505494505,0.563106796,0.645833333,0.588785047
2f7rLXwzP3s.002.mp4,0.644859813,0.593406593,0.689320388,0.708333333,0.672897196
2Fgn78rYjPM.005.mp4,0.560747664,0.516483516,0.349514563,0.395833333,0.448598131
2fzLibPAtvI.004.mp4,0.448598131,0.593406593,0.621359223,0.552083333,0.626168224
2fzLibPAtvI.005.mp4,0.485981308,0.428571429,0.417475728,0.46875,0.495327103
2GHz8LYflE0.000.mp4,0.401869159,0.373626374,0.427184466,0.364583333,0.429906542
2HE6cw3HFPk.001.mp4,0.570093458,0.769230769,0.660194175,0.614583333,0.700934579
2HE6cw3HFPk.003.mp4,0.504672897,0.681318681,0.54368932,0.572916667,0.560747664
2hhqEWiv4eI.000.mp4,0.280373832,0.472527473,0.32038835,0.4375,0.401869159
2hhqEWiv4eI.001.mp4,0.345794393,0.373626374,0.388349515,0.447916667,0.392523364
2hhqEWiv4eI.002.mp4,0.476635514,0.417582418,0.330097087,0.385416667,0.373831776
2hhqEWiv4eI.004.mp4,0.457943925,0.472527473,0.281553398,0.572916667,0.373831776
2IwWILRuuNU.003.mp4,0.560747664,0.527472527,0.67961165,0.479166667,0.560747664
2IwWILRuuNU.004.mp4,0.635514019,0.791208791,0.631067961,0.614583333,0.663551402
2IwWILRuuNU.005.mp4,0.607476636,0.549450549,0.59223301,0.6875,0.542056075
2kqPuht5jTg.002.mp4,0.76635514,0.813186813,0.72815534,0.760416667,0.76635514
2kqPuht5jTg.004.mp4,0.514018692,0.626373626,0.660194175,0.75,0.635514019
2kqPuht5jTg.005.mp4,0.514018692,0.791208791,0.776699029,0.739583333,0.682242991
2KSBoJZMcMU.003.mp4,0.495327103,0.56043956,0.59223301,0.427083333,0.523364486
2KSBoJZMcMU.004.mp4,0.429906542,0.428571429,0.514563107,0.458333333,0.420560748
2KSBoJZMcMU.005.mp4,0.504672897,0.538461538,0.514563107,0.489583333,0.457943925
2-LDYe7OXZU.000.mp4,0.523364486,0.461538462,0.475728155,0.28125,0.46728972
2-LDYe7OXZU.001.mp4,0.38317757,0.461538462,0.427184466,0.416666667,0.429906542
2-LDYe7OXZU.003.mp4,0.411214953,0.56043956,0.533980583,0.333333333,0.345794393
2-LDYe7OXZU.005.mp4,0.53271028,0.626373626,0.660194175,0.583333333,0.672897196
2Lgd2Ye-1L8.000.mp4,0.476635514,0.516483516,0.650485437,0.5,0.53271028
2mfmw63l88g.001.mp4,0.289719626,0.43956044,0.466019417,0.21875,0.205607477
2mfmw63l88g.003.mp4,0.23364486,0.296703297,0.223300971,0.208333333,0.186915888
2mfmw63l88g.004.mp4,0.271028037,0.417582418,0.485436893,0.270833333,0.355140187
2mfmw63l88g.005.mp4,0.121495327,0.274725275,0.310679612,0.239583333,0.177570093
2mgj9ncREyA.000.mp4,0.570093458,0.637362637,0.475728155,0.71875,0.598130841
2mgj9ncREyA.005.mp4,0.514018692,0.571428571,0.533980583,0.59375,0.542056075
2NNYN1ZCJhw.003.mp4,0.514018692,0.659340659,0.660194175,0.677083333,0.635514019
2OAA4slRc5M.004.mp4,0.38317757,0.450549451,0.533980583,0.322916667,0.411214953
2oEUp9sGRGk.000.mp4,0.691588785,0.835164835,0.883495146,0.75,0.841121495
2oEUp9sGRGk.001.mp4,0.46728972,0.692307692,0.825242718,0.635416667,0.598130841
